title,release_date,budget,revenue,vote_average,genres_cleaned
The Legend of Boggy Creek,1972-08-01,100000.0,22000000.0,5.6,"Mystery, Horror, Drama"
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,2000000.0,18016290.0,6.6,Comedy
Last Tango in Paris,1972-10-14,1250000.0,36144000.0,7.1,"Drama, Romance"
The Poseidon Adventure,1972-12-01,5000000.0,84563118.0,7.3,"Action, Adventure"
The Getaway,1972-12-13,3352254.0,58831997.0,7.0,"Action, Crime, Thriller"
High Plains Drifter,1973-04-19,5500000.0,15700000.0,7.4,Western
Pat Garrett & Billy the Kid,1973-05-23,4638783.0,11000000.0,7.2,Western
Shaft in Africa,1973-06-14,2142000.0,1458000.0,5.4,"Adventure, Action, Thriller, Crime, Mystery"
Battle for the Planet of the Apes,1973-06-15,1700000.0,8844595.0,5.5,"Action, Science Fiction"
Live and Let Die,1973-07-05,7000000.0,161777836.0,6.4,"Adventure, Action, Thriller"
Dillinger,1973-07-20,1000000.0,2000000.0,6.7,"Action, Crime, Drama"
American Graffiti,1973-08-01,777000.0,140000000.0,6.9,"Comedy, Drama"
Heavy Traffic,1973-08-08,950000.0,1500000.0,6.6,"Animation, Comedy, Drama"
Enter the Dragon,1973-08-17,850000.0,90000000.0,7.3,"Action, Crime, Thriller"
Mean Streets,1973-10-02,500000.0,3000000.0,7.2,"Drama, Crime"
Serpico,1973-12-05,3000000.0,29800000.0,7.5,"Crime, Drama, History"
Papillon,1973-12-13,12000000.0,53267000.0,7.8,"Crime, Drama"
Sleeper,1973-12-17,2000000.0,18344729.0,7.0,"Comedy, Romance, Science Fiction"
The Sting,1973-12-25,5500000.0,159616327.0,7.9,"Comedy, Crime, Drama"
The Exorcist,1973-12-26,8000000.0,441306145.0,7.5,"Drama, Horror, Thriller"
Blazing Saddles,1974-02-07,2600000.0,119500000.0,7.2,"Western, Comedy"
The Sugarland Express,1974-04-05,3000000.0,12800000.0,6.4,"Crime, Drama"
The Conversation,1974-04-07,1600000.0,4420000.0,7.5,"Crime, Drama, Mystery"
The Lords of Flatbush,1974-05-01,160000.0,4000000.0,5.7,Drama
Chinatown,1974-06-20,6000000.0,30000000.0,7.9,"Crime, Drama, Mystery, Thriller"
Death Wish,1974-07-24,3000000.0,22000000.0,7.0,"Action, Crime, Drama, Thriller"
The Texas Chain Saw Massacre,1974-10-01,85000.0,30859000.0,7.1,Horror
Airport 1975,1974-10-18,3000000.0,47000000.0,5.5,"Action, Adventure, Drama, Thriller"
Earthquake,1974-11-15,7000000.0,79666653.0,5.6,"Action, Drama, Thriller"
The Man with the Golden Gun,1974-12-01,7000000.0,97572000.0,6.4,"Adventure, Action, Thriller"
The Towering Inferno,1974-12-14,14000000.0,116000000.0,7.1,"Action, Thriller"
Young Frankenstein,1974-12-15,2800000.0,86273333.0,7.7,"Comedy, Science Fiction"
The Godfather: Part II,1974-12-20,13000000.0,47542841.0,8.3,"Drama, Crime"
At Long Last Love,1975-03-01,6000000.0,1500000.0,5.6,"Comedy, Music, Romance"
Monty Python and the Holy Grail,1975-03-13,400000.0,5028948.0,7.8,"Adventure, Comedy, Fantasy"
Tommy,1975-03-19,5000000.0,34251525.0,6.5,"Drama, Music"
Capone,1975-04-16,970000.0,2000000.0,6.0,"Crime, Drama"
Death Race 2000,1975-04-27,300000.0,8000000.0,6.0,"Action, Comedy, Science Fiction"
Breakout,1975-05-21,1000000.0,16000000.0,6.4,"Action, Adventure, Thriller"
The Return of the Pink Panther,1975-05-21,5000000.0,41833347.0,6.7,"Mystery, Comedy, Crime"
Love and Death,1975-06-10,3000000.0,20173742.0,7.5,"History, Comedy"
Jaws,1975-06-18,7000000.0,470654000.0,7.5,"Horror, Thriller, Adventure"
"Farewell, My Lovely",1975-08-08,2500000.0,2000000.0,6.8,"Crime, Mystery, Thriller"
Dog Day Afternoon,1975-08-11,1800000.0,46665856.0,7.6,"Crime, Drama, Thriller"
The Rocky Horror Picture Show,1975-08-14,1200000.0,112892319.0,7.4,"Comedy, Horror, Music, Science Fiction"
Hard Times,1975-09-04,2700000.0,5000000.0,6.7,Drama
Bizim Aile,1975-09-07,65700.0,214600.0,7.5,"Comedy, Family, Drama"
Let's Do It Again,1975-10-11,70000.0,11800000.0,7.7,"Comedy, Action, Crime"
One Flew Over the Cuckoo's Nest,1975-11-18,3000000.0,108981275.0,8.3,Drama
Barry Lyndon,1975-12-18,11000000.0,20000000.0,7.7,"Drama, Romance, War"
Lucky Lady,1975-12-25,13000000.0,24441725.0,0.0,
Tosun Pasha,1976-01-01,64200.0,698200.0,8.6,Comedy
Taxi Driver,1976-02-07,1300000.0,28262574.0,8.1,"Crime, Drama"
Jackson County Jail,1976-03-31,445000.0,2300000.0,5.2,"Crime, Drama"
All the President's Men,1976-04-04,8500000.0,70600000.0,7.6,"Drama, History, Mystery, Thriller"
The Bad News Bears,1976-04-07,35000000.0,35323292.0,7.0,"Comedy, Family"
Family Plot,1976-04-09,2000000.0,7900000.0,6.7,"Comedy, Crime, Thriller"
Stay Hungry,1976-04-23,5000000.0,24854765.0,5.8,"Comedy, Drama"
Logan's Run,1976-06-23,9000000.0,25000000.0,6.6,"Adventure, Action, Romance, Science Fiction"
The Outlaw Josey Wales,1976-06-30,3700000.0,31800000.0,7.4,"Drama, Western"
Cannonball,1976-07-06,780000.0,1500000.0,5.7,Action
Marathon Man,1976-10-05,6500000.0,21709020.0,7.2,Thriller
Network,1976-11-01,3800000.0,23689877.0,7.8,Drama
Rocky,1976-11-21,1000000.0,117235147.0,7.5,Drama
Silver Streak,1976-12-03,6500000.0,51079064.0,6.8,"Comedy, Crime, Romance, Thriller"
The Pink Panther Strikes Again,1976-12-15,6000000.0,33833201.0,6.8,"Comedy, Mystery"
A Star Is Born,1976-12-16,6000000.0,161000000.0,5.7,"Drama, Music, Romance"
The Enforcer,1976-12-20,9000000.0,46236000.0,6.7,"Action, Crime, Thriller"
The Last Wave,1977-01-01,810000.0,1258000.0,6.8,"Drama, Mystery, Thriller"
Wizards,1977-02-09,1200000.0,9000000.0,6.4,"Animation, Fantasy, Science Fiction"
Tentacles,1977-02-25,750000.0,3000000.0,3.8,"Thriller, Horror, Science Fiction"
Airport '77,1977-03-11,6000000.0,30000000.0,5.8,"Action, Adventure, Drama, Thriller"
Eraserhead,1977-03-19,10000.0,7000000.0,7.5,"Drama, Fantasy, Horror, Science Fiction"
Annie Hall,1977-04-19,4000000.0,38251425.0,7.8,"Comedy, Drama, Romance"
Star Wars,1977-05-25,11000000.0,775398007.0,8.1,"Adventure, Action, Science Fiction"
A Bridge Too Far,1977-06-15,22000000.0,50750000.0,7.0,"Drama, History, War"
Exorcist II: The Heretic,1977-06-17,14000000.0,30749142.0,4.5,"Horror, Thriller, Fantasy"
The Rescuers,1977-06-22,1200000.0,71215869.0,6.7,"Fantasy, Family, Animation, Adventure"
Sorcerer,1977-06-24,22000000.0,12000000.0,7.5,"Action, Thriller, Adventure"
The Spy Who Loved Me,1977-07-07,14000000.0,185438673.0,6.6,"Adventure, Action, Thriller"
Sinbad and the Eye of the Tiger,1977-07-15,3500000.0,16000000.0,6.3,"Action, Adventure, Family, Fantasy, Science Fiction"
Orca: The Killer Whale,1977-07-22,6000000.0,14717854.0,5.5,"Drama, Adventure, Horror"
Kingdom of the Spiders,1977-08-24,500000.0,17000000.0,5.6,"Horror, Science Fiction"
Damnation Alley,1977-09-10,17000000.0,8720000.0,5.0,"Action, Adventure, Science Fiction"
Close Encounters of the Third Kind,1977-11-16,20000000.0,303788635.0,7.2,"Science Fiction, Drama"
Saturday Night Fever,1977-12-16,3500000.0,237113184.0,6.5,"Drama, Music"
The Gauntlet,1977-12-21,5500000.0,26414658.0,6.6,"Drama, Action, Crime, Thriller"
High Anxiety,1977-12-25,3400000.0,31063038.0,6.5,"Comedy, Music"
The Fury,1978-03-10,5500000.0,24000000.0,6.2,"Horror, Science Fiction, Thriller"
"Same Time, Next Year",1978-04-23,118.0,19.0,6.5,"Comedy, Drama, Romance"
F.I.S.T.,1978-04-26,11.0,11.0,6.5,"Drama, Action"
The Buddy Holly Story,1978-05-18,1200000.0,14363400.0,7.5,Drama
An Unmarried Woman,1978-05-26,2515000.0,24000000.0,6.1,"Drama, Romance, Comedy"
Good Guys Wear Black,1978-06-01,1000000.0,18300000.0,5.7,"Action, Thriller"
Damien: Omen II,1978-06-09,6800000.0,26518355.0,6.1,"Action, Drama, Horror, Thriller"
Jaws 2,1978-06-16,20000000.0,187884007.0,5.9,"Horror, Thriller"
Convoy,1978-06-27,12000000.0,22765081.0,6.1,"Action, Comedy, Drama"
Grease,1978-07-07,6000000.0,181813770.0,7.2,Romance
Animal House,1978-07-27,2700000.0,141000000.0,7.0,Comedy
Eyes of Laura Mars,1978-08-02,7000000.0,20000000.0,5.7,"Drama, Horror, Mystery, Thriller"
Midnight Express,1978-09-12,2300000.0,35000000.0,7.6,"Drama, Crime"
Death on the Nile,1978-10-06,7920000.0,14560084.0,6.7,Mystery
Watership Down,1978-10-14,1000000.0,3713768.0,7.3,"Adventure, Animation, Drama"
The Wiz,1978-10-24,24000000.0,21049053.0,5.8,"Adventure, Family, Fantasy, Music"
Force 10 from Navarone,1978-11-01,5000000.0,7230000.0,6.4,"Action, Adventure, War, Thriller"
Killer of Sheep,1978-11-14,100000.0,362222.0,6.5,Drama
The Lord of the Rings,1978-11-15,4000000.0,30471420.0,6.1,"Fantasy, Drama, Animation, Adventure"
The Deer Hunter,1978-12-08,15000000.0,50000000.0,7.8,"Drama, War"
Superman,1978-12-13,55000000.0,300218018.0,6.9,"Action, Adventure, Fantasy, Science Fiction"
Invasion of the Body Snatchers,1978-12-19,3500000.0,24046533.0,7.1,"Horror, Mystery, Science Fiction, Thriller"
Every Which Way But Loose,1978-12-19,5.0,85.0,6.2,"Action, Adventure, Comedy, Romance"
Prophecy,1979-01-01,12000000.0,54000000.0,5.4,"Horror, Science Fiction"
Caligula,1979-01-21,17500000.0,23438120.0,5.3,"Drama, History, Romance"
The Warriors,1979-02-08,4000000.0,22490039.0,7.4,"Action, Adventure, Crime, Drama, Thriller"
The China Syndrome,1979-03-16,5900000.0,51718367.0,7.0,"Thriller, Drama"
Phantasm,1979-03-28,300000.0,11988469.0,6.5,"Horror, Science Fiction"
Mad Max,1979-04-12,400000.0,100000000.0,6.6,"Adventure, Action, Thriller, Science Fiction"
Breaking Away,1979-05-24,2300000.0,20000000.0,7.4,"Drama, Comedy"
Alien,1979-05-25,11000000.0,104931801.0,7.9,"Horror, Action, Thriller, Science Fiction"
The In-Laws,1979-06-15,9000000.0,38200000.0,6.7,"Action, Adventure, Comedy"
Rocky II,1979-06-15,7000000.0,200182160.0,6.9,Drama
Escape from Alcatraz,1979-06-22,8000000.0,43000000.0,7.3,"Crime, Drama"
Moonraker,1979-06-26,34000000.0,210308099.0,5.9,"Action, Adventure, Thriller, Science Fiction"
The Frisco Kid,1979-07-06,9200000.0,9346177.0,6.0,"Western, Comedy"
Tim,1979-07-13,600000.0,809000.0,6.3,"Romance, Drama"
More American Graffiti,1979-08-03,2500000.0,15014674.0,4.8,"Comedy, Drama, War"
Apocalypse Now,1979-08-15,31500000.0,89460381.0,8.0,"Drama, War"
The Concorde... Airport '79,1979-08-17,14000000.0,13015688.0,4.7,"Action, Drama, Thriller"
Life of Brian,1979-08-17,4000000.0,20045115.0,7.7,Comedy
The Black Stallion,1979-10-17,2700000.0,37799643.0,7.0,"Adventure, Family"
The Rose,1979-11-07,9250000.0,29174648.0,6.8,"Drama, Music, Romance"
Star Trek: The Motion Picture,1979-12-06,35000000.0,139000000.0,6.2,"Science Fiction, Adventure, Mystery"
1941,1979-12-13,35000000.0,31755742.0,5.6,"Action, Comedy"
Kramer vs. Kramer,1979-12-18,8000000.0,106260000.0,7.4,Drama
The Black Hole,1979-12-18,20000000.0,35841901.0,6.1,"Adventure, Family, Science Fiction, Action"
American Gigolo,1980-02-08,4800000.0,22743674.0,5.9,"Thriller, Drama, Crime, Romance"
Coal Miner's Daughter,1980-03-07,15000000.0,67182787.0,7.2,"Drama, Music"
When Time Ran Out...,1980-03-28,20000000.0,3763988.0,7.0,"Action, Adventure, Drama, Thriller"
The Long Riders,1980-05-12,10000000.0,15795189.0,6.6,"Western, History"
The Empire Strikes Back,1980-05-17,18000000.0,538400000.0,8.2,"Adventure, Action, Science Fiction"
The Shining,1980-05-22,19000000.0,44017374.0,8.1,"Horror, Thriller"
The Big Red One,1980-05-28,4500000.0,7206220.0,6.8,"Drama, War"
The Hollywood Knights,1980-05-30,2500000.0,10000000.0,6.4,Comedy
Galaxina,1980-06-06,5500000.0,4865000.0,3.3,"Comedy, Science Fiction"
The Blues Brothers,1980-06-17,27000000.0,115229890.0,7.5,"Music, Comedy, Action, Crime"
Rough Cut,1980-06-19,14000000.0,16656125.0,6.1,"Adventure, Comedy, Crime, Mystery, Romance"
Dressed to Kill,1980-06-25,6500000.0,31899000.0,6.8,"Horror, Mystery, Thriller"
Airplane!,1980-07-02,3500000.0,83453539.0,7.1,Comedy
The Blue Lagoon,1980-07-05,4500000.0,58853106.0,5.8,"Romance, Adventure, Drama"
Used Cars,1980-07-11,8000000.0,11715321.0,6.3,"Action, Comedy"
Prom Night,1980-07-18,1000000.0,14796236.0,6.0,"Horror, Mystery, Thriller"
Caddyshack,1980-07-25,6000000.0,39846344.0,6.7,Comedy
Xanadu,1980-08-08,20000000.0,22471595.0,5.2,"Fantasy, Music, Romance"
Flash Gordon,1980-09-01,35000000.0,27107960.0,6.1,Science Fiction
Atlantic City,1980-09-02,7200000.0,12729678.0,6.7,"Crime, Drama, Romance"
Battle Beyond the Stars,1980-09-08,2000000.0,11000000.0,5.9,Science Fiction
The Gods Must Be Crazy,1980-09-10,5000000.0,60000000.0,7.1,"Action, Comedy"
Stardust Memories,1980-09-26,10000000.0,10389003.0,6.9,"Comedy, Drama, Romance"
The Elephant Man,1980-10-02,5000000.0,26010864.0,7.9,"Drama, History"
Raging Bull,1980-11-14,18000000.0,23000000.0,7.7,Drama
Heaven's Gate,1980-11-19,44000000.0,3484331.0,6.5,"Action, Drama, History, Western"
Superman II,1980-12-04,54000000.0,190458706.0,6.5,"Action, Adventure, Fantasy, Science Fiction"
Altered States,1980-12-25,15000000.0,19853892.0,6.7,"Mystery, Drama, Fantasy, Science Fiction, Thriller, Horror"
Scanners,1981-01-14,4100000.0,14225876.0,6.5,"Horror, Science Fiction, Thriller"
Goodbye Pork Pie,1981-02-05,300000.0,1400000.0,8.5,"Adventure, Comedy"
Sphinx,1981-02-11,14000000.0,439564.0,5.7,"Adventure, Mystery, Thriller"
Nighthawks,1981-03-17,5000000.0,19905359.0,6.4,"Action, Crime, Thriller"
The Howling,1981-04-03,1000000.0,17985893.0,6.4,"Drama, Horror"
This Is Elvis,1981-04-04,5000000.0,2028612.0,6.9,"Drama, Music, Documentary"
Excalibur,1981-04-10,11000000.0,34967437.0,7.1,"Fantasy, Adventure"
The Hand,1981-04-24,6500000.0,566736.0,5.7,"Drama, Horror, Thriller"
Friday the 13th Part 2,1981-05-01,1250000.0,21722776.0,6.0,"Horror, Thriller"
Chariots of Fire,1981-05-15,5500000.0,58972904.0,6.9,"Drama, History"
Escape from New York,1981-05-22,6000000.0,50244700.0,6.9,"Science Fiction, Action"
Outland,1981-05-22,16000000.0,17374595.0,6.2,Science Fiction
Dead & Buried,1981-05-29,3000000.0,216166.0,6.1,"Horror, Mystery"
Raiders of the Lost Ark,1981-06-12,18000000.0,389925971.0,7.7,"Adventure, Action"
History of the World: Part I,1981-06-12,11000000.0,31672907.0,6.5,Comedy
Escape to Victory,1981-06-17,10000000.0,27453418.0,6.7,"Action, Drama"
The Cannonball Run,1981-06-19,18000000.0,72179579.0,6.2,Comedy
For Your Eyes Only,1981-06-23,28000000.0,195312802.0,6.3,"Adventure, Action, Thriller"
Stripes,1981-06-25,10000000.0,85300000.0,6.5,"Action, Comedy"
Dragonslayer,1981-06-26,18000000.0,14110013.0,6.5,Fantasy
Roadgames,1981-06-26,1750000.0,100000.0,6.5,"Thriller, Horror, Mystery"
The Fox and the Hound,1981-07-10,12000000.0,29800000.0,7.0,"Adventure, Animation, Drama, Family"
Time Bandits,1981-07-13,5000000.0,42365581.0,6.6,"Family, Fantasy, Science Fiction, Adventure, Comedy"
Blow Out,1981-07-24,18000000.0,12000000.0,7.3,"Drama, Mystery, Thriller"
Wolfen,1981-07-24,17000000.0,10626725.0,6.0,"Drama, Horror"
Under the Rainbow,1981-07-31,20000000.0,2297493.0,4.9,Comedy
Gallipoli,1981-08-13,3000000.0,11740000.0,7.1,"Adventure, Drama, History, War"
The Legend of the Lone Ranger,1981-08-20,18000000.0,2945600.0,3.7,"Action, Adventure, Romance, Western"
Private Lessons,1981-08-21,2800000.0,26279000.0,6.3,"Romance, Comedy"
Honky Tonk Freeway,1981-08-21,24000000.0,939423.0,0.0,"Action, Comedy"
An American Werewolf in London,1981-08-21,10000000.0,31973249.0,7.2,"Horror, Comedy"
Das Boot,1981-09-16,14000000.0,85000000.0,7.9,"Action, Drama, History, War, Adventure"
The Evil Dead,1981-10-15,350000.0,29400000.0,7.3,Horror
Roar,1981-11-12,17000000.0,2000000.0,5.6,"Adventure, Thriller"
Porky's,1981-11-13,4000000.0,125728258.0,6.1,Comedy
The Amateur,1981-12-11,10000000.0,6892098.0,5.0,"Action, Crime, Thriller"
Pennies from Heaven,1981-12-11,22000000.0,9171289.0,6.3,"Drama, Music, Romance"
Quest for Fire,1981-12-15,12000000.0,55260558.0,7.2,"Adventure, Drama"
Heartbeeps,1981-12-18,10000000.0,2154696.0,3.8,"Comedy, Romance, Family"
Absence of Malice,1981-12-18,12000000.0,40716963.0,6.8,"Drama, Romance, Thriller"
Taps,1981-12-20,14000000.0,35856053.0,6.5,Drama
Mad Max 2: The Road Warrior,1981-12-24,2000000.0,24600832.0,7.3,"Adventure, Action, Thriller, Science Fiction"
Reds,1981-12-25,32000000.0,40382659.0,7.1,"Drama, History"
Peter-No-Tail,1981-12-25,48740.0,955401.0,5.7,"Romance, Family, Animation, Drama"
Battletruck,1982-01-01,1000000.0,3000000.0,4.2,Science Fiction
Death Wish 2,1982-02-20,2000000.0,45000000.0,6.1,"Action, Crime, Thriller"
The Man from Snowy River,1982-03-02,3500000.0,20659423.0,6.9,"Family, Drama, Action, Western, Romance"
Parasite,1982-03-12,800000.0,7000000.0,5.1,"Horror, Science Fiction"
The Sword and the Sorcerer,1982-04-01,4000000.0,39103425.0,5.6,"Action, Adventure, Fantasy"
Silent Rage,1982-04-02,4500000.0,10500000.0,5.0,"Action, Horror, Science Fiction, Thriller"
E.T. the Extra-Terrestrial,1982-04-03,10500000.0,792965326.0,7.3,"Science Fiction, Adventure, Family, Fantasy"
Rocky III,1982-05-28,17000000.0,270000000.0,6.6,Drama
Star Trek II: The Wrath of Khan,1982-06-03,12000000.0,96800000.0,7.3,"Action, Adventure, Science Fiction, Thriller"
Grease 2,1982-06-11,13200000.0,15171476.0,4.9,"Comedy, Drama, Family, Music, Romance"
Firefox,1982-06-13,18000000.0,70687344.0,5.5,"Science Fiction, Action, Adventure, Thriller"
The Secret of NIMH,1982-06-17,7000000.0,14665733.0,7.5,"Fantasy, Animation, Drama, Family"
Blade Runner,1982-06-25,28000000.0,33139618.0,7.9,"Science Fiction, Drama, Thriller"
Tron,1982-07-09,17000000.0,33000000.0,6.6,"Science Fiction, Action, Adventure"
Pink Floyd: The Wall,1982-07-14,12000000.0,22244207.0,7.7,Music
The Best Little Whorehouse in Texas,1982-07-23,35000000.0,69701637.0,5.9,Comedy
Fast Times at Ridgemont High,1982-08-13,4500000.0,27092880.0,7.0,Comedy
The World According to Garp,1982-08-13,17000000.0,29712172.0,6.9,Comedy
Friday the 13th Part III,1982-08-13,4000000.0,36690067.0,5.7,"Horror, Thriller"
Lookin' to Get Out,1982-10-08,17000000.0,946461.0,5.3,Comedy
First Blood,1982-10-22,15000000.0,125212904.0,7.2,"Action, Adventure, Thriller, War"
Halloween III: Season of the Witch,1982-10-22,2500000.0,14400000.0,5.0,"Horror, Mystery, Science Fiction"
"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",1982-11-12,850000.0,840000.0,4.9,"Comedy, Drama"
Creepshow,1982-11-12,8000000.0,21028755.0,6.7,"Horror, Comedy, Fantasy"
Gandhi,1982-11-30,22000000.0,77737889.0,7.4,"Drama, History"
48 Hrs.,1982-12-07,12000000.0,78868508.0,6.5,"Thriller, Action, Comedy, Crime, Drama"
Sophie's Choice,1982-12-08,12000000.0,30036000.0,7.4,"Drama, Romance"
The Verdict,1982-12-08,16000000.0,53977250.0,7.4,Drama
It Came from Hollywood,1982-12-10,5000000.0,2091037.0,6.0,"Comedy, Documentary"
Tootsie,1982-12-16,21000000.0,177200000.0,6.9,"Comedy, Romance"
The Year of Living Dangerously,1982-12-17,6000000.0,1317657.0,6.8,"War, Drama, Romance"
The Dark Crystal,1982-12-17,15000000.0,40577001.0,7.3,Fantasy
The House on Sorority Row,1983-01-21,425000.0,10604986.0,6.0,"Horror, Mystery, Thriller"
Videodrome,1983-02-04,5952000.0,2120439.0,7.1,"Horror, Mystery, Science Fiction"
Blue Thunder,1983-02-05,22000000.0,42313354.0,5.9,"Science Fiction, Action, Thriller, Crime, Drama"
Table For Five,1983-02-18,8000000.0,2439705.0,4.8,
Joysticks,1983-03-04,300000.0,3952448.0,5.2,Comedy
10 to Midnight,1983-03-11,4520000.0,7175592.0,6.1,"Horror, Crime, Thriller, Drama"
Jaws 3-D,1983-03-16,20500000.0,87987055.0,4.2,"Thriller, Horror"
The Outsiders,1983-03-25,10000000.0,33697647.0,6.9,"Crime, Drama"
Fire and Ice,1983-03-25,1200000.0,760883.0,6.2,"Animation, Fantasy, Science Fiction"
Losin' It,1983-04-08,7000000.0,1246141.0,4.5,Comedy
Valley Girl,1983-04-08,350000.0,17343596.0,6.2,"Comedy, Romance"
Flashdance,1983-04-14,4000000.0,92921203.0,6.1,"Drama, Music, Romance"
Lone Wolf McQuade,1983-04-14,5000000.0,12232628.0,5.5,"Action, Crime, Drama, Romance, Thriller, Western"
Something Wicked This Way Comes,1983-04-29,19000000.0,5656087.0,6.6,"Fantasy, Mystery, Thriller"
Spacehunter: Adventures in the Forbidden Zone,1983-05-20,15000000.0,16500000.0,5.1,"Adventure, Science Fiction"
Return of the Jedi,1983-05-23,32350000.0,572700000.0,7.9,"Adventure, Action, Science Fiction"
WarGames,1983-06-03,12000000.0,79567667.0,7.0,"Thriller, Science Fiction"
Psycho II,1983-06-03,5000000.0,34725000.0,6.0,"Horror, Mystery, Thriller"
Octopussy,1983-06-05,27500000.0,187500000.0,6.2,"Adventure, Action, Thriller"
Trading Places,1983-06-07,40600000.0,90400000.0,7.1,Comedy
Superman III,1983-06-17,39000000.0,75850624.0,5.3,"Comedy, Action, Adventure, Fantasy, Science Fiction"
Porky's II: The Next Day,1983-06-24,6500000.0,33759266.0,5.2,Comedy
Twilight Zone: The Movie,1983-06-24,10000000.0,29450919.0,6.2,"Drama, Fantasy, Horror, Science Fiction, Thriller"
Staying Alive,1983-07-11,22000000.0,64892670.0,4.7,"Drama, Action, Music, Romance"
National Lampoon's Vacation,1983-07-28,15000000.0,61399552.0,7.1,"Comedy, Adventure, Romance"
Krull,1983-07-29,27000000.0,16519460.0,5.8,"Fantasy, Action, Adventure"
Risky Business,1983-08-05,6200000.0,63541777.0,6.4,"Comedy, Romance"
Cujo,1983-08-10,5000000.0,21200000.0,5.7,"Horror, Thriller"
Curse of the Pink Panther,1983-08-12,11000000.0,4491986.0,3.6,"Crime, Comedy"
